node_id,label,type
drug::T152,Amoxicillin 500mg 6,drug
group::DM008,DM008,group
family::Amoxicillin 500mg 6,Amoxicillin 500mg 6,family
drug::T153,Cefixime 200mg 6,drug
group::DM008,DM008,group
family::Cefixime 200mg 6,Cefixime 200mg 6,family
drug::T154,Azithromycin 500mg 6,drug
group::DM008,DM008,group
family::Azithromycin 500mg 6,Azithromycin 500mg 6,family
drug::T155,Cetirizine 10mg 6,drug
group::DM007,DM007,group
family::Cetirizine 10mg 6,Cetirizine 10mg 6,family
drug::T156,Loratadine 10mg 6,drug
group::DM007,DM007,group
family::Loratadine 10mg 6,Loratadine 10mg 6,family
drug::T157,Omeprazole 20mg 6,drug
group::DM004,DM004,group
family::Omeprazole 20mg 6,Omeprazole 20mg 6,family
drug::T158,Pantoprazole 40mg 6,drug
group::DM004,DM004,group
family::Pantoprazole 40mg 6,Pantoprazole 40mg 6,family
drug::T159,Metformin 500mg 6,drug
group::DM009,DM009,group
family::Metformin 500mg 6,Metformin 500mg 6,family
drug::T160,Gliclazide 80mg 6,drug
group::DM009,DM009,group
family::Gliclazide 80mg 6,Gliclazide 80mg 6,family
drug::T161,Amlodipine 5mg 6,drug
group::DM011,DM011,group
family::Amlodipine 5mg 6,Amlodipine 5mg 6,family
drug::T162,Losartan 50mg 6,drug
group::DM011,DM011,group
family::Losartan 50mg 6,Losartan 50mg 6,family
drug::T163,Ibuprofen 400mg 6,drug
group::DM002,DM002,group
family::Ibuprofen 400mg 6,Ibuprofen 400mg 6,family
drug::T164,Diclofenac 50mg 6,drug
group::DM002,DM002,group
family::Diclofenac 50mg 6,Diclofenac 50mg 6,family
drug::T165,Salbutamol 2mg 6,drug
group::DM006,DM006,group
family::Salbutamol 2mg 6,Salbutamol 2mg 6,family
drug::T166,Bromhexine 8mg 6,drug
group::DM006,DM006,group
family::Bromhexine 8mg 6,Bromhexine 8mg 6,family
drug::T167,Acetylcysteine 200mg 6,drug
group::DM006,DM006,group
family::Acetylcysteine 200mg 6,Acetylcysteine 200mg 6,family
drug::T168,ORS 1 gói 6,drug
group::DM001,DM001,group
family::ORS 1 gói 6,ORS 1 gói 6,family
drug::T169,Melatonin 3mg 6,drug
group::DM010,DM010,group
family::Melatonin 3mg 6,Melatonin 3mg 6,family
drug::T170,Clotrimazole 1% 6,drug
group::DM003,DM003,group
family::Clotrimazole 1% 6,Clotrimazole 1% 6,family
drug::T171,Dextromethorphan 15mg 6,drug
group::DM006,DM006,group
family::Dextromethorphan 15mg 6,Dextromethorphan 15mg 6,family
drug::T172,Domperidone 10mg 6,drug
group::DM004,DM004,group
family::Domperidone 10mg 6,Domperidone 10mg 6,family
drug::T173,Captopril 25mg 6,drug
group::DM011,DM011,group
family::Captopril 25mg 6,Captopril 25mg 6,family
drug::T174,Insulin 100IU/ml 6,drug
group::DM009,DM009,group
family::Insulin 100IU/ml 6,Insulin 100IU/ml 6,family
drug::T175,Levofloxacin 500mg 6,drug
group::DM008,DM008,group
family::Levofloxacin 500mg 6,Levofloxacin 500mg 6,family
drug::T176,Ciprofloxacin 500mg 6,drug
group::DM008,DM008,group
family::Ciprofloxacin 500mg 6,Ciprofloxacin 500mg 6,family
drug::T177,Fexofenadine 120mg 6,drug
group::DM007,DM007,group
family::Fexofenadine 120mg 6,Fexofenadine 120mg 6,family
drug::T178,Esomeprazole 20mg 6,drug
group::DM004,DM004,group
family::Esomeprazole 20mg 6,Esomeprazole 20mg 6,family
drug::T179,Budesonide 200mcg 6,drug
group::DM006,DM006,group
family::Budesonide 200mcg 6,Budesonide 200mcg 6,family
drug::T180,Naproxen 250mg 6,drug
group::DM002,DM002,group
family::Naproxen 250mg 6,Naproxen 250mg 6,family
drug::T181,Paracetamol 500mg 7,drug
group::DM005,DM005,group
family::Paracetamol 500mg 7,Paracetamol 500mg 7,family
drug::T182,Amoxicillin 500mg 7,drug
group::DM008,DM008,group
family::Amoxicillin 500mg 7,Amoxicillin 500mg 7,family
drug::T183,Cefixime 200mg 7,drug
group::DM008,DM008,group
family::Cefixime 200mg 7,Cefixime 200mg 7,family
drug::T184,Azithromycin 500mg 7,drug
group::DM008,DM008,group
family::Azithromycin 500mg 7,Azithromycin 500mg 7,family
drug::T185,Cetirizine 10mg 7,drug
group::DM007,DM007,group
family::Cetirizine 10mg 7,Cetirizine 10mg 7,family
drug::T186,Loratadine 10mg 7,drug
group::DM007,DM007,group
family::Loratadine 10mg 7,Loratadine 10mg 7,family
drug::T187,Omeprazole 20mg 7,drug
group::DM004,DM004,group
family::Omeprazole 20mg 7,Omeprazole 20mg 7,family
drug::T188,Pantoprazole 40mg 7,drug
group::DM004,DM004,group
family::Pantoprazole 40mg 7,Pantoprazole 40mg 7,family
drug::T189,Metformin 500mg 7,drug
group::DM009,DM009,group
family::Metformin 500mg 7,Metformin 500mg 7,family
drug::T190,Gliclazide 80mg 7,drug
group::DM009,DM009,group
family::Gliclazide 80mg 7,Gliclazide 80mg 7,family
drug::T191,Amlodipine 5mg 7,drug
group::DM011,DM011,group
family::Amlodipine 5mg 7,Amlodipine 5mg 7,family
drug::T192,Losartan 50mg 7,drug
group::DM011,DM011,group
family::Losartan 50mg 7,Losartan 50mg 7,family
drug::T193,Ibuprofen 400mg 7,drug
group::DM002,DM002,group
family::Ibuprofen 400mg 7,Ibuprofen 400mg 7,family
drug::T194,Diclofenac 50mg 7,drug
group::DM002,DM002,group
family::Diclofenac 50mg 7,Diclofenac 50mg 7,family
drug::T195,Salbutamol 2mg 7,drug
group::DM006,DM006,group
family::Salbutamol 2mg 7,Salbutamol 2mg 7,family
drug::T196,Bromhexine 8mg 7,drug
group::DM006,DM006,group
family::Bromhexine 8mg 7,Bromhexine 8mg 7,family
drug::T197,Acetylcysteine 200mg 7,drug
group::DM006,DM006,group
family::Acetylcysteine 200mg 7,Acetylcysteine 200mg 7,family
drug::T198,ORS 1 gói 7,drug
group::DM001,DM001,group
family::ORS 1 gói 7,ORS 1 gói 7,family
drug::T199,Melatonin 3mg 7,drug
group::DM010,DM010,group
family::Melatonin 3mg 7,Melatonin 3mg 7,family
drug::T200,Clotrimazole 1% 7,drug
group::DM003,DM003,group
family::Clotrimazole 1% 7,Clotrimazole 1% 7,family
drug::T201,Dextromethorphan 15mg 7,drug
group::DM006,DM006,group
family::Dextromethorphan 15mg 7,Dextromethorphan 15mg 7,family
drug::T202,Domperidone 10mg 7,drug
group::DM004,DM004,group
family::Domperidone 10mg 7,Domperidone 10mg 7,family
drug::T203,Captopril 25mg 7,drug
group::DM011,DM011,group
family::Captopril 25mg 7,Captopril 25mg 7,family
drug::T204,Insulin 100IU/ml 7,drug
group::DM009,DM009,group
family::Insulin 100IU/ml 7,Insulin 100IU/ml 7,family
drug::T205,Levofloxacin 500mg 7,drug
group::DM008,DM008,group
family::Levofloxacin 500mg 7,Levofloxacin 500mg 7,family
drug::T206,Ciprofloxacin 500mg 7,drug
group::DM008,DM008,group
family::Ciprofloxacin 500mg 7,Ciprofloxacin 500mg 7,family
drug::T207,Fexofenadine 120mg 7,drug
group::DM007,DM007,group
family::Fexofenadine 120mg 7,Fexofenadine 120mg 7,family
drug::T208,Esomeprazole 20mg 7,drug
group::DM004,DM004,group
family::Esomeprazole 20mg 7,Esomeprazole 20mg 7,family
drug::T209,Budesonide 200mcg 7,drug
group::DM006,DM006,group
family::Budesonide 200mcg 7,Budesonide 200mcg 7,family
drug::T210,Naproxen 250mg 7,drug
group::DM002,DM002,group
family::Naproxen 250mg 7,Naproxen 250mg 7,family
drug::T211,Paracetamol 500mg 8,drug
group::DM005,DM005,group
family::Paracetamol 500mg 8,Paracetamol 500mg 8,family
drug::T212,Amoxicillin 500mg 8,drug
group::DM008,DM008,group
family::Amoxicillin 500mg 8,Amoxicillin 500mg 8,family
drug::T213,Cefixime 200mg 8,drug
group::DM008,DM008,group
family::Cefixime 200mg 8,Cefixime 200mg 8,family
drug::T214,Azithromycin 500mg 8,drug
group::DM008,DM008,group
family::Azithromycin 500mg 8,Azithromycin 500mg 8,family
drug::T215,Cetirizine 10mg 8,drug
group::DM007,DM007,group
family::Cetirizine 10mg 8,Cetirizine 10mg 8,family
drug::T216,Loratadine 10mg 8,drug
group::DM007,DM007,group
family::Loratadine 10mg 8,Loratadine 10mg 8,family
drug::T217,Omeprazole 20mg 8,drug
group::DM004,DM004,group
family::Omeprazole 20mg 8,Omeprazole 20mg 8,family
drug::T218,Pantoprazole 40mg 8,drug
group::DM004,DM004,group
family::Pantoprazole 40mg 8,Pantoprazole 40mg 8,family
drug::T219,Metformin 500mg 8,drug
group::DM009,DM009,group
family::Metformin 500mg 8,Metformin 500mg 8,family
drug::T220,Gliclazide 80mg 8,drug
group::DM009,DM009,group
family::Gliclazide 80mg 8,Gliclazide 80mg 8,family
drug::T221,Amlodipine 5mg 8,drug
group::DM011,DM011,group
family::Amlodipine 5mg 8,Amlodipine 5mg 8,family
drug::T222,Losartan 50mg 8,drug
group::DM011,DM011,group
family::Losartan 50mg 8,Losartan 50mg 8,family
drug::T223,Ibuprofen 400mg 8,drug
group::DM002,DM002,group
family::Ibuprofen 400mg 8,Ibuprofen 400mg 8,family
drug::T224,Diclofenac 50mg 8,drug
group::DM002,DM002,group
family::Diclofenac 50mg 8,Diclofenac 50mg 8,family
drug::T225,Salbutamol 2mg 8,drug
group::DM006,DM006,group
family::Salbutamol 2mg 8,Salbutamol 2mg 8,family
drug::T226,Bromhexine 8mg 8,drug
group::DM006,DM006,group
family::Bromhexine 8mg 8,Bromhexine 8mg 8,family
drug::T227,Acetylcysteine 200mg 8,drug
group::DM006,DM006,group
family::Acetylcysteine 200mg 8,Acetylcysteine 200mg 8,family
drug::T228,ORS 1 gói 8,drug
group::DM001,DM001,group
family::ORS 1 gói 8,ORS 1 gói 8,family
drug::T229,Melatonin 3mg 8,drug
group::DM010,DM010,group
family::Melatonin 3mg 8,Melatonin 3mg 8,family
drug::T230,Clotrimazole 1% 8,drug
group::DM003,DM003,group
family::Clotrimazole 1% 8,Clotrimazole 1% 8,family
drug::T231,Dextromethorphan 15mg 8,drug
group::DM006,DM006,group
family::Dextromethorphan 15mg 8,Dextromethorphan 15mg 8,family
drug::T232,Domperidone 10mg 8,drug
group::DM004,DM004,group
family::Domperidone 10mg 8,Domperidone 10mg 8,family
drug::T233,Captopril 25mg 8,drug
group::DM011,DM011,group
family::Captopril 25mg 8,Captopril 25mg 8,family
drug::T234,Insulin 100IU/ml 8,drug
group::DM009,DM009,group
family::Insulin 100IU/ml 8,Insulin 100IU/ml 8,family
drug::T235,Levofloxacin 500mg 8,drug
group::DM008,DM008,group
family::Levofloxacin 500mg 8,Levofloxacin 500mg 8,family
drug::T236,Ciprofloxacin 500mg 8,drug
group::DM008,DM008,group
family::Ciprofloxacin 500mg 8,Ciprofloxacin 500mg 8,family
drug::T237,Fexofenadine 120mg 8,drug
group::DM007,DM007,group
family::Fexofenadine 120mg 8,Fexofenadine 120mg 8,family
drug::T238,Esomeprazole 20mg 8,drug
group::DM004,DM004,group
family::Esomeprazole 20mg 8,Esomeprazole 20mg 8,family
drug::T239,Budesonide 200mcg 8,drug
group::DM006,DM006,group
family::Budesonide 200mcg 8,Budesonide 200mcg 8,family
drug::T240,Naproxen 250mg 8,drug
group::DM002,DM002,group
family::Naproxen 250mg 8,Naproxen 250mg 8,family
drug::T241,Paracetamol 500mg 9,drug
group::DM005,DM005,group
family::Paracetamol 500mg 9,Paracetamol 500mg 9,family
drug::T242,Amoxicillin 500mg 9,drug
group::DM008,DM008,group
family::Amoxicillin 500mg 9,Amoxicillin 500mg 9,family
drug::T243,Cefixime 200mg 9,drug
group::DM008,DM008,group
family::Cefixime 200mg 9,Cefixime 200mg 9,family
drug::T244,Azithromycin 500mg 9,drug
group::DM008,DM008,group
family::Azithromycin 500mg 9,Azithromycin 500mg 9,family
drug::T245,Cetirizine 10mg 9,drug
group::DM007,DM007,group
family::Cetirizine 10mg 9,Cetirizine 10mg 9,family
drug::T246,Loratadine 10mg 9,drug
group::DM007,DM007,group
family::Loratadine 10mg 9,Loratadine 10mg 9,family
drug::T247,Omeprazole 20mg 9,drug
group::DM004,DM004,group
family::Omeprazole 20mg 9,Omeprazole 20mg 9,family
drug::T248,Pantoprazole 40mg 9,drug
group::DM004,DM004,group
family::Pantoprazole 40mg 9,Pantoprazole 40mg 9,family
drug::T249,Metformin 500mg 9,drug
group::DM009,DM009,group
family::Metformin 500mg 9,Metformin 500mg 9,family
drug::T250,Gliclazide 80mg 9,drug
group::DM009,DM009,group
family::Gliclazide 80mg 9,Gliclazide 80mg 9,family
drug::T251,Amlodipine 5mg 9,drug
group::DM011,DM011,group
family::Amlodipine 5mg 9,Amlodipine 5mg 9,family
drug::T252,Losartan 50mg 9,drug
group::DM011,DM011,group
family::Losartan 50mg 9,Losartan 50mg 9,family
drug::T253,Ibuprofen 400mg 9,drug
group::DM002,DM002,group
family::Ibuprofen 400mg 9,Ibuprofen 400mg 9,family
drug::T254,Diclofenac 50mg 9,drug
group::DM002,DM002,group
family::Diclofenac 50mg 9,Diclofenac 50mg 9,family
drug::T255,Salbutamol 2mg 9,drug
group::DM006,DM006,group
family::Salbutamol 2mg 9,Salbutamol 2mg 9,family
drug::T256,Bromhexine 8mg 9,drug
group::DM006,DM006,group
family::Bromhexine 8mg 9,Bromhexine 8mg 9,family
drug::T257,Acetylcysteine 200mg 9,drug
group::DM006,DM006,group
family::Acetylcysteine 200mg 9,Acetylcysteine 200mg 9,family
drug::T258,ORS 1 gói 9,drug
group::DM001,DM001,group
family::ORS 1 gói 9,ORS 1 gói 9,family
drug::T259,Melatonin 3mg 9,drug
group::DM010,DM010,group
family::Melatonin 3mg 9,Melatonin 3mg 9,family
drug::T260,Clotrimazole 1% 9,drug
group::DM003,DM003,group
family::Clotrimazole 1% 9,Clotrimazole 1% 9,family
drug::T261,Dextromethorphan 15mg 9,drug
group::DM006,DM006,group
family::Dextromethorphan 15mg 9,Dextromethorphan 15mg 9,family
drug::T262,Domperidone 10mg 9,drug
group::DM004,DM004,group
family::Domperidone 10mg 9,Domperidone 10mg 9,family
drug::T263,Captopril 25mg 9,drug
group::DM011,DM011,group
family::Captopril 25mg 9,Captopril 25mg 9,family
drug::T264,Insulin 100IU/ml 9,drug
group::DM009,DM009,group
family::Insulin 100IU/ml 9,Insulin 100IU/ml 9,family
drug::T265,Levofloxacin 500mg 9,drug
group::DM008,DM008,group
family::Levofloxacin 500mg 9,Levofloxacin 500mg 9,family
drug::T266,Ciprofloxacin 500mg 9,drug
group::DM008,DM008,group
family::Ciprofloxacin 500mg 9,Ciprofloxacin 500mg 9,family
drug::T267,Fexofenadine 120mg 9,drug
group::DM007,DM007,group
family::Fexofenadine 120mg 9,Fexofenadine 120mg 9,family
drug::T268,Esomeprazole 20mg 9,drug
group::DM004,DM004,group
family::Esomeprazole 20mg 9,Esomeprazole 20mg 9,family
drug::T269,Budesonide 200mcg 9,drug
group::DM006,DM006,group
family::Budesonide 200mcg 9,Budesonide 200mcg 9,family
drug::T270,Naproxen 250mg 9,drug
group::DM002,DM002,group
family::Naproxen 250mg 9,Naproxen 250mg 9,family
drug::T271,Paracetamol 500mg 10,drug
group::DM005,DM005,group
family::Paracetamol 500mg 10,Paracetamol 500mg 10,family
drug::T272,Amoxicillin 500mg 10,drug
group::DM008,DM008,group
family::Amoxicillin 500mg 10,Amoxicillin 500mg 10,family
drug::T273,Cefixime 200mg 10,drug
group::DM008,DM008,group
family::Cefixime 200mg 10,Cefixime 200mg 10,family
drug::T274,Azithromycin 500mg 10,drug
group::DM008,DM008,group
family::Azithromycin 500mg 10,Azithromycin 500mg 10,family
drug::T275,Cetirizine 10mg 10,drug
group::DM007,DM007,group
family::Cetirizine 10mg 10,Cetirizine 10mg 10,family
drug::T276,Loratadine 10mg 10,drug
group::DM007,DM007,group
family::Loratadine 10mg 10,Loratadine 10mg 10,family
drug::T277,Omeprazole 20mg 10,drug
group::DM004,DM004,group
family::Omeprazole 20mg 10,Omeprazole 20mg 10,family
drug::T278,Pantoprazole 40mg 10,drug
group::DM004,DM004,group
family::Pantoprazole 40mg 10,Pantoprazole 40mg 10,family
drug::T279,Metformin 500mg 10,drug
group::DM009,DM009,group
family::Metformin 500mg 10,Metformin 500mg 10,family
drug::T280,Gliclazide 80mg 10,drug
group::DM009,DM009,group
family::Gliclazide 80mg 10,Gliclazide 80mg 10,family
drug::T281,Amlodipine 5mg 10,drug
group::DM011,DM011,group
family::Amlodipine 5mg 10,Amlodipine 5mg 10,family
drug::T282,Losartan 50mg 10,drug
group::DM011,DM011,group
family::Losartan 50mg 10,Losartan 50mg 10,family
drug::T283,Ibuprofen 400mg 10,drug
group::DM002,DM002,group
family::Ibuprofen 400mg 10,Ibuprofen 400mg 10,family
drug::T284,Diclofenac 50mg 10,drug
group::DM002,DM002,group
family::Diclofenac 50mg 10,Diclofenac 50mg 10,family
drug::T285,Salbutamol 2mg 10,drug
group::DM006,DM006,group
family::Salbutamol 2mg 10,Salbutamol 2mg 10,family
drug::T286,Bromhexine 8mg 10,drug
group::DM006,DM006,group
family::Bromhexine 8mg 10,Bromhexine 8mg 10,family
drug::T287,Acetylcysteine 200mg 10,drug
group::DM006,DM006,group
family::Acetylcysteine 200mg 10,Acetylcysteine 200mg 10,family
drug::T288,ORS 1 gói 10,drug
group::DM001,DM001,group
family::ORS 1 gói 10,ORS 1 gói 10,family
drug::T289,Melatonin 3mg 10,drug
group::DM010,DM010,group
family::Melatonin 3mg 10,Melatonin 3mg 10,family
drug::T290,Clotrimazole 1% 10,drug
group::DM003,DM003,group
family::Clotrimazole 1% 10,Clotrimazole 1% 10,family
drug::T291,Dextromethorphan 15mg 10,drug
group::DM006,DM006,group
family::Dextromethorphan 15mg 10,Dextromethorphan 15mg 10,family
drug::T292,Domperidone 10mg 10,drug
group::DM004,DM004,group
family::Domperidone 10mg 10,Domperidone 10mg 10,family
drug::T293,Captopril 25mg 10,drug
group::DM011,DM011,group
family::Captopril 25mg 10,Captopril 25mg 10,family
drug::T294,Insulin 100IU/ml 10,drug
group::DM009,DM009,group
family::Insulin 100IU/ml 10,Insulin 100IU/ml 10,family
drug::T295,Levofloxacin 500mg 10,drug
group::DM008,DM008,group
family::Levofloxacin 500mg 10,Levofloxacin 500mg 10,family
drug::T296,Ciprofloxacin 500mg 10,drug
group::DM008,DM008,group
family::Ciprofloxacin 500mg 10,Ciprofloxacin 500mg 10,family
drug::T297,Fexofenadine 120mg 10,drug
group::DM007,DM007,group
family::Fexofenadine 120mg 10,Fexofenadine 120mg 10,family
drug::T298,Esomeprazole 20mg 10,drug
group::DM004,DM004,group
family::Esomeprazole 20mg 10,Esomeprazole 20mg 10,family
drug::T299,Budesonide 200mcg 10,drug
group::DM006,DM006,group
family::Budesonide 200mcg 10,Budesonide 200mcg 10,family
drug::T300,Naproxen 250mg 10,drug
group::DM002,DM002,group
family::Naproxen 250mg 10,Naproxen 250mg 10,family
